,company_permalink,funding_round_type,raised_amount_usd,category_list,status,country_code,English Langauge
5260,authentec,venture,20.0,Information Security|Semiconductors,acquired,USA,Yes
5261,authentic-response,venture,2.073967,Software,operating,USA,Yes
5262,authentic-response,venture,1.00001,Software,operating,USA,Yes
5263,authentica,venture,4.0,Data Security|Services|Software,acquired,USA,Yes
5264,authentica,venture,8.0,Data Security|Services|Software,acquired,USA,Yes
5265,authentica,venture,15.3,Data Security|Services|Software,acquired,USA,Yes
5266,authenticlick,venture,5.0,Analytics|Optimization,closed,USA,Yes
5267,authentidate-holding,venture,2.465006,Software,ipo,USA,Yes
5268,authentidate-holding,venture,6.65,Software,ipo,USA,Yes
5269,authentidate-holding,venture,5.0,Software,ipo,USA,Yes
5270,authentium,venture,15.0,SaaS|Security,closed,USA,Yes
5271,authentium,venture,6.0,SaaS|Security,closed,USA,Yes
5272,authentix,venture,0.908394,Security,operating,USA,Yes
5273,authentix,venture,15.0,Security,operating,USA,Yes
5274,authentix,venture,2.556135,Security,operating,USA,Yes
5275,authentix,venture,0.257982,Security,operating,USA,Yes
5276,authernative,venture,2.5,Enterprise Software,operating,USA,Yes
5277,authorgen,venture,8.7,EdTech|Education|Presentations|Software,operating,USA,Yes
5278,authoria,venture,22.5,Software,acquired,USA,Yes
5279,authoria,venture,10.5,Software,acquired,USA,Yes
5280,autism-home-support-services,venture,3.55,Service Providers,operating,USA,Yes
5281,autoamerica,venture,8.0,Automotive|Customer Service,operating,USA,Yes
5282,autobook-now,venture,3.0,Automotive,operating,USA,Yes
5283,autodaq,venture,33.0,Internet,closed,USA,Yes
5284,autoesl,venture,2.000006,Software,operating,USA,Yes
5285,autogenomics,venture,12.0,Biotechnology,ipo,USA,Yes
5286,autogenomics,venture,5.0,Biotechnology,ipo,USA,Yes
5287,autognomics,venture,0.1,Software,operating,USA,Yes
5288,autograph,venture,4.7,Analytics|Content Discovery|Internet of Things|Mobile,operating,USA,Yes
5289,autograph,venture,2.7,Analytics|Content Discovery|Internet of Things|Mobile,operating,USA,Yes
5290,autogrid,venture,12.75,Analytics|Big Data|Energy|Services,operating,USA,Yes
5291,autogrid,venture,9.0,Analytics|Big Data|Energy|Services,operating,USA,Yes
5292,automated-insights,venture,5.5,Analytics|Artificial Intelligence|Automotive|Big Data|Business Intelligence,acquired,USA,Yes
5293,automated-insights,venture,4.0,Analytics|Artificial Intelligence|Automotive|Big Data|Business Intelligence,acquired,USA,Yes
5294,automated-insights,venture,1.3,Analytics|Artificial Intelligence|Automotive|Big Data|Business Intelligence,acquired,USA,Yes
5295,automatic-com,venture,24.0,Automotive|Cars|Manufacturing,operating,USA,Yes
5296,automattic,venture,1.1,Blogging Platforms|Content|Curated Web|Forums|Web CMS,operating,USA,Yes
5297,automattic,venture,29.5,Blogging Platforms|Content|Curated Web|Forums|Web CMS,operating,USA,Yes
5298,automattic,venture,160.0,Blogging Platforms|Content|Curated Web|Forums|Web CMS,operating,USA,Yes
5299,automedx,venture,0.15,Biotechnology,operating,USA,Yes
5300,automile-ab,venture,5.0,Automotive|Cars|Consumer Electronics|Developer APIs,operating,USA,Yes
5301,autoniq,venture,0.25,Automotive,operating,USA,Yes
5302,autonomic-networks,venture,8.5,Network Security|Security,closed,USA,Yes
5303,autonomic-networks,venture,26.0,Network Security|Security,closed,USA,Yes
5304,autonomic-technologies,venture,43.2,Health Care,operating,USA,Yes
5305,autonomic-technologies,venture,38.0,Health Care,operating,USA,Yes
5306,autonomic-technologies,venture,20.0,Health Care,operating,USA,Yes
5307,autonomic-technologies,venture,32.0,Health Care,operating,USA,Yes
5308,autonomic-technologies,venture,3.0,Health Care,operating,USA,Yes
5309,autonomous-marine-systems,venture,0.105,Defense|Sensors,operating,USA,Yes
5310,autopilot,venture,10.0,Automotive|Limousines|Public Transportation|Real Time|SEO,closed,USA,Yes
5311,autopilot-2,venture,1.499999,Lead Management|SaaS|Sales and Marketing|Small and Medium Businesses,operating,USA,Yes
5312,autopilot-2,venture,3.5,Lead Management|SaaS|Sales and Marketing|Small and Medium Businesses,operating,USA,Yes
5313,autopilot-2,venture,7.0,Lead Management|SaaS|Sales and Marketing|Small and Medium Businesses,operating,USA,Yes
5314,autopilot-2,venture,1.5,Lead Management|SaaS|Sales and Marketing|Small and Medium Businesses,operating,USA,Yes
5315,autopilot-2,venture,10.0,Lead Management|SaaS|Sales and Marketing|Small and Medium Businesses,operating,USA,Yes
5316,autorealty,venture,0.3,Software,operating,USA,Yes
5317,autotask,venture,6.0,Software,acquired,USA,Yes
5318,autotether,venture,0.505,Manufacturing,operating,USA,Yes
5319,autovirt,venture,4.0,Flash Storage|Software,closed,USA,Yes
5320,autovirt,venture,5.0,Flash Storage|Software,closed,USA,Yes
5321,autovirt,venture,5.0,Flash Storage|Software,closed,USA,Yes
5322,autovirt,venture,3.8,Flash Storage|Software,closed,USA,Yes
5323,autovirt,venture,4.0,Flash Storage|Software,closed,USA,Yes
5324,autovirt,venture,1.5,Flash Storage|Software,closed,USA,Yes
5325,autoweb-inc,venture,2.5,Advertising|Automotive,acquired,USA,Yes
5326,auvitek-international,venture,9.0,Semiconductors,closed,USA,Yes
5327,auxeris-therapeutics,venture,1.6,Bio-Pharm,operating,USA,Yes
5328,auxilium-pharmaceuticals-inc,venture,43.0,Biotechnology|Health Care|Innovation Management|Market Research,acquired,USA,Yes
5329,auxogyn,venture,20.0,Health Care,operating,USA,Yes
5330,auxogyn,venture,0.5001,Health Care,operating,USA,Yes
5331,auxogyn,venture,5.52534,Health Care,operating,USA,Yes
5332,auxogyn,venture,34.324111,Health Care,operating,USA,Yes
5333,auxogyn,venture,18.0,Health Care,operating,USA,Yes
5334,ava-ai,venture,3.0,Sales Automation,operating,USA,Yes
5335,avaak,venture,10.0,Electronics|Mobile,acquired,USA,Yes
5336,avaak,venture,7.0,Electronics|Mobile,acquired,USA,Yes
5337,avadhi-finance-and-technology,venture,2.672532,Finance|FinTech,operating,USA,Yes
5338,availigent,venture,12.2,Software,operating,USA,Yes
5339,avaki-now-sybase-sap,venture,4.2,Enterprise Software,acquired,USA,Yes
5340,avaki-now-sybase-sap,venture,10.0,Enterprise Software,acquired,USA,Yes
5341,avaki-now-sybase-sap,venture,6.0,Enterprise Software,acquired,USA,Yes
5342,avalan-wireless-systems-inc,venture,0.7,Internet of Things|Networking|Network Security|Telecommunications,operating,USA,Yes
5343,avalanche-biotech,venture,55.0,Biotechnology,ipo,USA,Yes
5344,avalanche-biotech,venture,5.65389,Biotechnology,ipo,USA,Yes
5345,avalanche-biotech,venture,9.999995,Biotechnology,ipo,USA,Yes
5346,avalanche-technology,venture,35.0,Flash Storage,operating,USA,Yes
5347,avalanche-technology,venture,11.5,Flash Storage,operating,USA,Yes
5348,avalanche-technology,venture,4.5,Flash Storage,operating,USA,Yes
5349,avalanche-technology,venture,7.5,Flash Storage,operating,USA,Yes
5350,avalanche-technology,venture,25.322047,Flash Storage,operating,USA,Yes
5351,avalanche-technology,venture,25.0,Flash Storage,operating,USA,Yes
5352,avalara,venture,20.0,Accounting|Enterprise Application|Software,operating,USA,Yes
5353,avalara,venture,4.9,Accounting|Enterprise Application|Software,operating,USA,Yes
5354,avalign-technologies-holdings,venture,31.350293,Manufacturing,acquired,USA,Yes
5355,avalon-clones,venture,3.0,Hardware + Software,operating,USA,Yes
5356,avalon-health-management,venture,0.933798,Health and Wellness|Insurance,operating,USA,Yes
5357,avalon-healthcare-holdings,venture,4.86,Health and Wellness,operating,USA,Yes
5358,avalon-pharmaceuticals,venture,0.237338,Biotechnology|Clinical Trials|Health and Wellness,ipo,USA,Yes
5359,avalon-solutions-group,venture,3.0,Software,operating,USA,Yes
5360,avalon-solutions-group,venture,2.0,Software,operating,USA,Yes
5361,avamar-technologies,venture,15.0,Software,acquired,USA,Yes
5362,avamar-technologies,venture,12.0,Software,acquired,USA,Yes
5363,avanan,venture,1.5,Internet,operating,USA,Yes
5364,avancen-mod,venture,1.643849,Biotechnology|Health Care|Medical Devices|Services,operating,USA,Yes
5365,avangate-bv,venture,5.5,Cloud Data Services|E-Books|E-Commerce|E-Commerce Platforms|Financial Services|Incentives|Mobile Commerce|Online Education|SaaS|Software|Storage,acquired,USA,Yes
5366,avant-credit,venture,75.0,Analytics|Big Data|FinTech|Machine Learning|Web Development,operating,USA,Yes
5367,avant-credit,venture,325.0,Analytics|Big Data|FinTech|Machine Learning|Web Development,operating,USA,Yes
5368,avant-credit,venture,20.0,Analytics|Big Data|FinTech|Machine Learning|Web Development,operating,USA,Yes
5369,avant-credit,venture,9.0,Analytics|Big Data|FinTech|Machine Learning|Web Development,operating,USA,Yes
5370,avant-credit,venture,225.0,Analytics|Big Data|FinTech|Machine Learning|Web Development,operating,USA,Yes
5371,avantis-medical-systems,venture,12.0,Health Care,operating,USA,Yes
5372,avantis-medical-systems,venture,18.0,Health Care,operating,USA,Yes
5373,avantis-medical-systems,venture,2.255244,Health Care,operating,USA,Yes
5374,avantra-biosciences,venture,8.0,Biotechnology|Health Diagnostics,closed,USA,Yes
5375,avantra-biosciences,venture,7.008402,Biotechnology|Health Diagnostics,closed,USA,Yes
5376,avasure-holdings,venture,0.5523,Health Care,operating,USA,Yes
5377,avatar-reality,venture,4.2,Games,operating,USA,Yes
5378,avaxia-biologics,venture,3.443378,Biotechnology,operating,USA,Yes
5379,avaxia-biologics,venture,1.005776,Biotechnology,operating,USA,Yes
5380,avaxia-biologics,venture,11.5,Biotechnology,operating,USA,Yes
5381,avaxia-biologics,venture,4.1,Biotechnology,operating,USA,Yes
5382,avaya,venture,100.0,Software|Unifed Communications|Wireless,operating,USA,Yes
5383,avchem,venture,2.5,Chemicals|Services|Specialty Chemicals,closed,USA,Yes
5384,avectra,venture,26.5,Software,operating,USA,Yes
5385,avedro,venture,6.3,Health Care,operating,USA,Yes
5386,avedro,venture,43.0,Health Care,operating,USA,Yes
5387,avedro,venture,32.0,Health Care,operating,USA,Yes
5388,avedro,venture,10.000002,Health Care,operating,USA,Yes
5389,avedro,venture,25.0,Health Care,operating,USA,Yes
5390,avedro,venture,0.5,Health Care,operating,USA,Yes
5391,avedro,venture,13.0,Health Care,operating,USA,Yes
5392,avega-systems,venture,2.5,Hardware + Software,closed,USA,Yes
5393,avega-systems,venture,7.0,Hardware + Software,closed,USA,Yes
5394,avegant,venture,9.37,Audio|Displays|Hardware|Mobile|Video,operating,USA,Yes
5395,avegant,venture,1.860397,Audio|Displays|Hardware|Mobile|Video,operating,USA,Yes
5396,avegant,venture,24.0,Audio|Displays|Hardware|Mobile|Video,operating,USA,Yes
5397,aveksa,venture,6.0,Enterprise Software,acquired,USA,Yes
5398,aveksa,venture,12.0,Enterprise Software,acquired,USA,Yes
5399,aveksa,venture,10.0,Enterprise Software,acquired,USA,Yes
5400,avelas-biosciences,venture,6.8,Biotechnology,operating,USA,Yes
5401,avelas-biosciences,venture,7.65,Biotechnology,operating,USA,Yes
5402,avelas-biosciences,venture,7.4,Biotechnology,operating,USA,Yes
5403,avelis,venture,0.25,Biotechnology,operating,USA,Yes
5404,avelle,venture,4.0,E-Commerce|Fashion|Online Shopping,operating,USA,Yes
5405,avelle,venture,15.0,E-Commerce|Fashion|Online Shopping,operating,USA,Yes
5406,avenace-incorporated,venture,0.025,Mobile,operating,USA,Yes
5407,avenda-systems,venture,5.0,Security,acquired,USA,Yes
5408,aventa-technologies,venture,1.0,Manufacturing,closed,USA,Yes
5409,aventura,venture,13.0,Software,operating,USA,Yes
5410,aventura,venture,4.3,Software,operating,USA,Yes
5411,aventura,venture,0.05,Software,operating,USA,Yes
5412,aventura,venture,1.599999,Software,operating,USA,Yes
5413,aventura,venture,14.0,Software,operating,USA,Yes
5414,aventura,venture,1.0,Software,operating,USA,Yes
5415,avenue-right,venture,1.13125,Advertising|Local Advertising|Media,operating,USA,Yes
5416,avenues-the-world-school,venture,75.0,Private School,operating,USA,Yes
5417,aveo-pharmaceuticals,venture,60.75,Biotechnology|Health and Wellness|Health Care|Pharmaceuticals,ipo,USA,Yes
5418,aveo-pharmaceuticals,venture,20.0,Biotechnology|Health and Wellness|Health Care|Pharmaceuticals,ipo,USA,Yes
5419,aveo-pharmaceuticals,venture,53.0,Biotechnology|Health and Wellness|Health Care|Pharmaceuticals,ipo,USA,Yes
5420,aveo-pharmaceuticals,venture,25.0,Biotechnology|Health and Wellness|Health Care|Pharmaceuticals,ipo,USA,Yes
5421,aveo-pharmaceuticals,venture,42.7,Biotechnology|Health and Wellness|Health Care|Pharmaceuticals,ipo,USA,Yes
5422,aveo-pharmaceuticals,venture,7.499997,Biotechnology|Health and Wellness|Health Care|Pharmaceuticals,ipo,USA,Yes
5423,aver-informatics,venture,8.5,Analytics|Cloud Computing|Data Mining|Health Care|Medical|Payments|SaaS|Software|Technology,operating,USA,Yes
5424,avera-pharmaceutical,venture,48.0,Biotechnology,operating,USA,Yes
5425,averail,venture,6.0,Mobile,acquired,USA,Yes
5426,avere-systems,venture,20.0,Web Hosting,operating,USA,Yes
5427,avere-systems,venture,17.0,Web Hosting,operating,USA,Yes
5428,avere-systems,venture,15.0,Web Hosting,operating,USA,Yes
5429,avere-systems,venture,20.0,Web Hosting,operating,USA,Yes
5430,aveso,venture,6.65,Hardware + Software,closed,USA,Yes
5431,aveso,venture,6.25,Hardware + Software,closed,USA,Yes
5432,aveso,venture,1.04,Hardware + Software,closed,USA,Yes
5433,avexis,venture,10.0,Biotechnology|Life Sciences|Medical,operating,USA,Yes
5434,avexis,venture,65.0,Biotechnology|Life Sciences|Medical,operating,USA,Yes
5435,avhana,venture,0.09,Health Care Information Technology,operating,USA,Yes
5436,avi-networks-inc,venture,20.8,Analytics|Cloud Data Services|Computers|Networking|Software,operating,USA,Yes
5437,avi-networks-inc,venture,12.2,Analytics|Cloud Data Services|Computers|Networking|Software,operating,USA,Yes
5438,avia,venture,6.0,Health Care|Innovation Management,operating,USA,Yes
5439,aviacode,venture,12.5,Enterprise Software|Health Care|Health Care Information Technology|Healthcare Services,operating,USA,Yes
5440,aviacode,venture,16.0,Enterprise Software|Health Care|Health Care Information Technology|Healthcare Services,operating,USA,Yes
5441,aviaradx,venture,8.0,Diagnostics|Health Care|Medical,operating,USA,Yes
5442,aviary,venture,7.0,Apps|Brand Marketing|Creative|Creative Industries|Design|Mobile|Photography|SaaS|Software|Web Development,acquired,USA,Yes
5443,aviary,venture,6.0,Apps|Brand Marketing|Creative|Creative Industries|Design|Mobile|Photography|SaaS|Software|Web Development,acquired,USA,Yes
5444,aviary,venture,4.0,Apps|Brand Marketing|Creative|Creative Industries|Design|Mobile|Photography|SaaS|Software|Web Development,acquired,USA,Yes
5445,aviate,venture,1.8,Android|Mobile,acquired,USA,Yes
5446,aviatrix,venture,10.0,Enterprise Software|Information Technology|Services,operating,USA,Yes
5447,avicode,venture,1.0,Enterprise Software,acquired,USA,Yes
5448,avid-radiopharmaceuticals,venture,26.0,Biotechnology,acquired,USA,Yes
5449,avid-radiopharmaceuticals,venture,34.5,Biotechnology,acquired,USA,Yes
5450,avid-radiopharmaceuticals,venture,8.9,Biotechnology,acquired,USA,Yes
5451,avidbank-holdings,venture,16.0,Finance|FinTech,operating,USA,Yes
5452,avidbiotics,venture,1.840173,Biotechnology,operating,USA,Yes
5453,avidbiotics,venture,1.0,Biotechnology,operating,USA,Yes
5454,avidbiotics,venture,0.854128,Biotechnology,operating,USA,Yes
5455,avidia,venture,28.5,Biotechnology|Medical|Pharmaceuticals,acquired,USA,Yes
5456,avidia,venture,43.8,Biotechnology|Medical|Pharmaceuticals,acquired,USA,Yes
5457,avidity-nanomedicines,venture,6.0,Biotechnology,operating,USA,Yes
5458,avidity-nanomedicines,venture,9.06785,Biotechnology,operating,USA,Yes
5459,avidxchange,venture,225.0,Payments|SaaS|Software,operating,USA,Yes
5460,aviir,venture,10.0,Biotechnology,closed,USA,Yes
5461,aviir,venture,1.5,Biotechnology,closed,USA,Yes
5462,aviir,venture,11.35,Biotechnology,closed,USA,Yes
5463,aviir,venture,1.0,Biotechnology,closed,USA,Yes
5464,aviir,venture,4.2,Biotechnology,closed,USA,Yes
5465,aviir,venture,7.8,Biotechnology,closed,USA,Yes
5466,aviir,venture,0.13,Biotechnology,closed,USA,Yes
5467,aviir,venture,1.0,Biotechnology,closed,USA,Yes
5468,aviir,venture,3.0,Biotechnology,closed,USA,Yes
5469,aviir,venture,1.5,Biotechnology,closed,USA,Yes
5470,aviir,venture,10.0,Biotechnology,closed,USA,Yes
5471,aviir,venture,10.0,Biotechnology,closed,USA,Yes
5472,avila-therapeutics,venture,22.5,Biotechnology|Pharmaceuticals,acquired,USA,Yes
5473,avila-therapeutics,venture,4.0,Biotechnology|Pharmaceuticals,acquired,USA,Yes
5474,avinci-media,venture,1.202627,Software,operating,USA,Yes
5475,avinger,venture,22.5,Health Care,ipo,USA,Yes
5476,avinger,venture,33.0,Health Care,ipo,USA,Yes
5477,avinger,venture,25.0,Health Care,ipo,USA,Yes
5478,avinger,venture,34.831392,Health Care,ipo,USA,Yes
5479,avinti,venture,7.2,Software,closed,USA,Yes
5480,avior-computing,venture,2.74,Software,operating,USA,Yes
5481,aviso-inc,venture,8.0,B2B|Enterprises|Enterprise Software|Finance|Predictive Analytics|Software,operating,USA,Yes
5482,aviso-inc,venture,15.0,B2B|Enterprises|Enterprise Software|Finance|Predictive Analytics|Software,operating,USA,Yes
5483,avitide,venture,3.435003,Biotechnology,operating,USA,Yes
5484,avitide,venture,7.6,Biotechnology,operating,USA,Yes
5485,avitus-orthopaedics,venture,0.25,Health Care,operating,USA,Yes
5486,avitus-orthopaedics,venture,0.35,Health Care,operating,USA,Yes
5487,avm-biotechnology,venture,1.5,Biotechnology,closed,USA,Yes
5488,avm-biotechnology,venture,0.708,Biotechnology,closed,USA,Yes
5489,avnera,venture,8.062941,Audio|Creative|Messaging|Semiconductors|Wireless,operating,USA,Yes
5490,avnera,venture,11.000029,Audio|Creative|Messaging|Semiconductors|Wireless,operating,USA,Yes
5491,avnera,venture,10.0,Audio|Creative|Messaging|Semiconductors|Wireless,operating,USA,Yes
